,x,y,labels
115,21.536543,46.956,4
116,-14.487581,64.29459,9
117,-26.351488,-50.742554,2
118,72.44165,-17.184772,0
119,71.18443,-42.416462,0
120,-66.76753,24.129173,2
121,92.26754,-19.495224,0
122,-32.549442,-55.290066,2
123,-40.2438,18.40388,7
124,-98.36312,-17.904444,1
125,-20.159437,-21.535099,8
126,57.137188,12.166062,6
127,17.303818,38.137516,4
128,-83.80176,-4.7710304,1
129,49.666477,44.99239,6
130,13.186172,-60.317894,3
131,17.519955,41.04361,4
132,23.558168,-30.842535,5
133,-31.034992,38.737133,9
134,-102.25066,21.08878,1
135,18.564611,-80.14622,3
136,16.648848,-44.23585,3
137,-28.015663,-21.41138,8
138,44.531723,-4.762022,5
139,13.845724,50.347076,4
140,-56.7875,12.448939,7
141,-31.364443,13.091281,7
142,9.031827,66.30937,4
143,-47.84074,-60.435165,2
144,0.47201586,-10.288273,8
145,21.004015,22.334875,5
146,-26.79376,-8.743645,8
147,70.20752,49.71036,6
148,-49.34704,-1.8408777,7
149,23.32504,-52.1086,3
150,0.34946644,66.54598,4
151,64.956825,40.701534,6
152,-89.73157,-18.033062,1
153,-22.811401,27.82219,9
154,-58.87414,57.934444,9
155,56.153175,44.338005,6
156,90.348595,-33.6574,0
157,18.031588,-80.31923,3
158,-68.54517,76.85597,7
159,-20.068459,-49.92118,2
160,-3.4951391,-10.391091,8
161,-23.636082,-49.217503,2
162,-25.275679,64.65927,9
163,6.7146645,39.65758,4
164,26.913567,92.34741,4
165,59.576485,45.047104,6
166,13.678848,52.67102,4
167,-8.197787,30.900267,9
168,-59.902008,21.31959,7
169,57.52246,-23.204353,0
170,-28.756,71.45931,9
171,-20.211597,-49.97914,2
172,-65.78937,55.862343,9
173,30.392902,24.152803,5
174,-64.47451,-5.055,1
175,24.975847,19.620346,5
176,-32.613537,63.409557,9
177,-72.17778,-30.466068,1
178,-11.228138,-93.52657,2
179,10.245805,-76.0199,3
180,-39.35081,-36.5053,2
181,8.771281,-76.47953,3
182,44.330082,-23.674585,5
183,-15.344884,38.00509,9
184,-99.979065,8.566991,1
185,-41.05985,22.019798,7
186,89.58162,44.032837,6
187,-31.617748,-53.565517,2
188,-5.055408,-2.2157376,8
189,-44.74948,-59.40602,2
190,-36.98529,-53.55937,2
191,20.970936,22.640753,5
192,64.92857,-16.060629,0
193,-40.635506,22.121338,7
194,26.162275,76.119225,4
195,-19.901304,23.591421,9
196,-64.26824,71.03195,7
197,-33.100204,-19.165026,8
198,41.154263,-62.96216,3
199,-46.81479,-74.31371,2
200,-95.31671,9.38814,1
201,-63.948063,-46.353596,1
202,-24.18063,-18.60309,8
203,8.844445,-76.417534,3
204,70.84499,50.640865,6
205,-77.492485,-47.9286,1
206,93.134186,-13.880098,0
207,8.44703,-80.053665,3
208,-74.9559,-16.10998,1
209,95.99488,-9.730167,0
210,74.514,-7.1709876,0
211,-76.53375,-15.472617,1
212,-84.80465,-2.9907727,7
213,-33.185066,-81.1811,2
214,-66.95044,64.76657,7
215,26.276667,-79.61836,3
216,63.78042,-4.3871584,0
217,18.892942,70.24506,4
218,84.37106,44.738384,6
219,36.760212,6.5227757,5
220,-20.387394,-43.875374,2
221,78.33743,28.400377,6
222,37.658676,88.28805,4
223,-41.530807,29.105951,7
224,-53.010628,9.42068,1
225,-27.845154,-29.008785,8
226,-29.87253,73.97951,9
227,-27.46886,40.704735,9
228,11.664248,-6.709618,3
229,93.67941,-9.675661,0
230,-50.17654,17.318422,7
231,-87.18974,-18.668032,1
232,58.9992,-8.766392,0
233,-29.902863,-86.75252,2
234,57.168823,-20.082817,0
235,22.754059,-81.28519,3
236,18.390728,7.763501,5
237,17.325577,68.0743,4
238,82.490135,35.93726,6
239,30.786983,13.399261,5
240,-13.910589,-20.325985,8
241,89.86657,25.139565,6
242,43.53655,-77.23252,3
243,-71.83039,39.37785,7
244,34.890438,-20.257452,5
245,-31.340479,-16.549686,8
246,91.18675,-9.081723,0
247,-27.193476,40.20149,9
248,-98.87917,16.179924,1
249,98.58525,-15.548144,0
250,36.95065,-41.517677,3
251,-75.075554,-17.885256,1
252,-42.40935,-56.193615,2
253,-18.197853,-96.813225,2
254,46.31618,-59.960125,3
255,19.119564,-80.35704,3
256,39.089165,33.87817,6
257,17.013779,53.31502,4
258,-56.290443,28.445267,7
259,35.15595,15.571868,5
260,100.81653,-31.89544,0
261,65.18547,39.701298,6
262,43.64489,45.68276,2
263,-71.79801,38.31478,7
264,-18.512136,95.584724,9
265,-33.394417,-13.230786,8
266,39.007183,-16.022745,5
267,-25.541897,44.42085,9
268,-53.54877,-59.35047,2
269,-84.785545,-29.822094,1
270,-95.73744,-20.587017,1
271,9.770693,56.457268,4
272,32.072277,61.243366,4
273,30.854918,13.497291,5
274,47.88754,27.536999,6
275,17.131794,53.674156,4
276,-66.727264,-15.731446,1
277,-19.667603,-88.623436,2
278,47.365276,-10.944704,5
279,10.587713,-72.2043,3
280,-16.93516,43.06117,9
281,25.21392,-81.888466,3
282,-30.02794,93.33339,9
283,88.28275,-17.886143,0
284,30.913692,-31.552454,5
285,-27.255413,41.494896,9
286,62.368683,27.57151,6
287,32.836792,21.691065,5
288,-55.08585,47.830383,7
289,10.115195,56.327267,4
290,-70.72691,-22.065378,1
291,24.208923,-76.86681,3
292,-2.0075047,60.203503,4
293,77.14573,-19.176386,0
294,38.44602,92.218185,4
295,-32.3348,-24.308174,8
296,74.156654,-15.952109,0
297,17.121273,53.280254,4
298,24.833326,-43.513702,3
299,82.4783,29.19129,6
300,-15.051434,-17.396664,8
301,-39.629223,28.764904,7
302,57.99719,42.406326,6
303,71.58932,-30.310843,0
304,-40.79351,62.548653,9
305,-33.85143,17.90408,7
306,34.824562,-31.708345,5
307,-50.77125,27.335918,7
308,-23.162386,-88.137085,2
309,-85.48952,-37.621574,1
310,-70.75589,-1.5347595,1
311,74.2191,32.567608,6
312,-6.4169607,-12.693215,8
313,-25.14837,42.13438,9
314,34.119118,73.61895,4
315,-67.18556,-35.515354,1
316,30.656527,-31.75429,5
317,-19.513374,-94.19024,2
318,-43.834496,-70.516785,2
319,-14.567655,26.230627,9
320,63.622765,-14.893934,0
321,22.259546,-81.06037,3
322,-18.613152,86.34756,9
323,86.6768,30.237606,6
324,-51.0322,48.829445,7
325,-25.288103,-90.03655,2
326,66.880646,-19.360085,0
327,20.378744,-82.74476,3
328,23.734516,-3.4224117,5
329,19.005299,55.046307,4
330,43.27186,-58.43779,3
331,67.011795,47.006508,6
332,37.167934,-13.33786,5
333,-2.9441228,-27.335154,8
334,-16.457693,77.59117,9
335,34.908512,15.954739,5
336,10.675664,68.21372,4
337,-42.57153,25.786373,7
338,22.088198,67.29933,4
339,-29.709146,-90.11269,2
340,-32.33901,66.181114,7
341,24.99653,-83.18379,3
342,6.299769,66.94208,4
343,-33.006813,-24.162811,8
344,-25.794825,77.11072,9
345,-68.032585,-35.615032,1
346,-7.0425553,-45.32268,9
347,-19.124796,-93.53495,2
348,-12.693259,-12.812562,8
349,-67.76954,32.651356,7
350,-17.230145,70.09351,9
351,-70.20953,-45.44601,1
352,10.211628,-29.596786,8
353,-52.103424,11.736152,7
354,6.464446,68.41537,4
355,-78.823586,-46.61462,1
356,11.217235,-53.745426,3
357,-69.57261,-34.665184,1
358,-102.09439,9.36744,1
359,74.7872,-24.204926,0
360,-41.538242,-46.08592,2
361,10.933894,-72.53142,3
362,-20.4509,62.109936,9
363,8.373433,47.376503,4
364,-20.551413,59.19169,9
365,-24.30923,-85.22853,2
366,-95.88204,-12.396411,1
367,74.46024,32.04271,6
368,-24.747076,-25.871572,8
369,22.405277,61.38885,4
370,-63.218956,3.3152575,7
371,-73.99881,41.01394,7
372,13.86143,75.49459,4
373,18.397923,55.132706,4
374,-22.009527,75.59337,9
375,-29.5662,-90.60105,2
376,10.925628,-7.560644,5
377,-40.871975,25.751461,7
378,-24.721064,-69.49264,2
379,8.725074,44.853195,4
380,34.685097,81.336655,4
381,-27.14669,-82.264725,2
382,-92.15516,-6.986558,1
383,-9.729667,32.73615,9
384,-44.812332,66.5103,7
385,-30.49995,-89.93365,2
386,14.131811,-21.577019,8
387,-49.355003,19.208124,7
388,64.395935,55.571026,6
389,-19.563202,33.06115,9
390,-31.581825,-44.94227,2
391,-23.860334,-99.39388,2
392,22.857677,-46.874405,3
393,-37.861286,-17.365324,8
394,-97.6014,7.7745833,1
395,65.21823,39.7059,6
396,35.24662,-7.9292507,5
397,-79.690056,-47.13958,1
398,-82.06298,13.045394,1
399,79.44857,-37.84665,0
400,-29.278095,-65.16824,2
401,62.3781,51.098328,6
402,24.775742,61.900387,4
403,35.503952,13.989989,5
404,22.396715,-50.282013,8
405,24.8943,-83.079666,3
406,-96.6204,9.889352,1
407,35.28585,14.140762,5
408,-67.00925,-6.3825684,1
409,-14.278239,25.952435,9
410,-36.602566,-57.247364,2
411,-33.853737,17.802261,7
412,1.2449945,53.091248,4
413,16.289307,52.80179,4
414,-2.4467523,72.576,4
415,-39.804085,-14.715584,8
416,-70.522575,-27.88298,1
417,27.490934,24.389019,5
418,25.406694,25.750208,8
419,-15.168793,34.037563,9
420,31.645798,-1.0159326,5
421,64.84806,41.07208,6
422,-47.39416,42.103348,7
423,-19.336056,25.585161,9
424,-34.905422,83.61769,9
425,16.423944,-86.73446,3
426,-77.64917,54.735382,7
427,90.79514,-43.82011,0
428,-29.398537,78.04214,9
429,88.33441,-18.101177,0
430,55.98227,16.667679,6
431,70.373665,40.687496,6
432,-16.049706,-75.97358,2
433,23.170631,-80.227066,3
434,-15.685227,89.89268,9
435,95.21443,-24.017694,0
436,-61.2587,56.013683,7
437,33.325813,20.970749,5
438,19.846672,78.64416,4
439,-40.166183,-20.546265,8
440,96.14673,-6.583421,0
441,-27.947922,38.861546,9
442,19.636202,67.61796,4
443,-79.68694,-46.113377,1
444,-97.54816,21.952766,2
445,-32.93971,-15.750539,8
446,-58.483826,74.64019,7
447,-79.58845,-47.11992,1
448,-36.26048,-82.75476,2
449,64.54366,40.955013,6
450,-75.815414,-8.98778,1
451,56.653717,-21.856916,0
452,44.078346,-80.64691,3
453,85.21034,-36.42157,0
454,-71.8329,6.3936076,1
455,-72.27942,-37.592823,1
456,-20.133823,-19.030312,8
457,-17.765657,-87.411606,2
458,82.81616,-12.556844,0
459,-0.12978134,-45.35573,3
460,-16.262396,80.71535,9
461,28.028751,52.941837,4
462,99.16793,-25.510008,0
463,23.125862,22.994932,5
464,97.15194,-7.1329217,0
465,62.639618,35.80195,6
466,-63.196785,-24.655825,1
467,-44.53842,14.57075,7
468,-73.859085,75.44701,7
469,-31.763016,-1.3383715,8
470,-97.89158,6.328115,1
471,-18.212482,22.04968,9
472,-96.45706,-24.351242,2
473,78.5574,-46.80827,0
474,28.923304,4.0149956,5
475,-63.517105,-54.220177,1
476,-43.94365,-75.798874,2
477,-11.667743,-89.91699,2
478,-43.83095,54.16406,7
479,15.286221,-60.229515,3
480,19.61392,-4.404527,5
481,28.68339,43.344074,4
482,-10.131724,44.466873,9
483,-41.691326,8.298342,7
484,-80.37697,12.76247,1
485,-37.209507,-4.568839,8
486,33.69063,-41.36707,3
487,-18.282057,15.481347,9
488,97.23992,36.29566,6
489,84.22561,-49.22934,0
490,44.520794,-67.50353,3
491,-67.56672,-62.938637,1
492,-67.48754,-39.565804,1
493,-28.775652,-98.31491,2
494,83.513855,0.6817296,6
495,44.683994,-74.65178,3
496,43.87935,-3.2755978,5
497,-39.888363,5.9711566,7
498,67.06927,54.35956,6
499,-26.072874,-25.854948,8
500,-51.841568,45.092667,3
501,-18.529669,14.908447,9
502,12.946194,-1.6321455,5
503,-37.449127,-21.04924,8
504,42.603264,-18.722122,5
505,-44.161003,23.56108,7
506,92.140396,14.224344,6
507,-62.938328,-53.89343,1
508,-65.90645,-57.81381,1
509,4.8924446,-75.021645,3
510,-62.412598,-28.4957,1
511,-37.822758,7.664839,7
512,17.732653,-7.3023663,5
513,22.838636,21.022161,5
514,39.291443,-8.544703,5
515,-26.751766,-99.39118,2
516,19.78915,-15.863394,5
517,-20.49106,-23.408169,8
518,-54.67167,31.458445,7
519,79.21644,-48.29169,0
520,-22.751787,66.30832,9
521,-39.75897,24.05148,7
522,-64.74981,40.58952,7
523,25.020803,24.149094,5
524,92.40733,-7.0225644,0
525,-12.685569,21.659933,9
526,96.080315,-8.446401,0
527,69.72792,-53.420876,0
528,12.022568,-13.586497,8
529,-17.318247,16.216408,9
530,-40.475674,-66.86882,2
531,19.427807,36.268517,4
532,2.0033176,-9.540274,8
533,-67.985916,-66.0669,1
534,97.00705,34.799294,6
535,-69.86429,-60.900696,1
536,78.8675,43.85987,6
537,29.172466,19.826614,5
538,-62.11113,-29.949772,1
539,-22.19303,-3.0576346,8
540,-1.1850278,-52.124092,3
541,18.750015,44.917408,4
542,60.14693,-14.046158,0
543,21.810047,15.210006,5
544,35.01298,-74.77453,5
545,-21.816412,-22.577236,8
546,41.9054,-57.068188,3
547,56.030014,46.00897,6
548,-8.085202,-84.841705,2
549,14.5263405,-73.9412,3
550,-22.521503,72.3131,9
551,-12.220851,-88.21246,2
552,-77.106255,-17.14691,1
553,-64.62743,-48.7362,1
554,34.635666,-23.547173,5
555,-17.818443,-87.4771,2
556,-82.973145,-5.948036,1
557,14.728841,-73.9161,3
558,-51.35753,-60.49285,2
559,-36.46693,-22.647493,8
560,-55.53714,7.0715075,7
561,17.031937,-83.35163,3
562,-68.65878,65.70588,7
563,-21.590117,-96.05946,2
564,25.426481,68.45833,4
565,66.20588,33.409313,6
566,-24.656746,63.44089,9
567,-43.728165,10.899518,7
568,-14.25583,-67.74194,2
569,17.675537,42.16555,4
570,-44.247036,-67.114105,2
571,-30.835518,-11.709856,8
572,-75.59946,-4.3511987,1
573,-62.67609,-46.01355,1
574,1.9018084,-51.24796,3
575,-37.879116,-19.125927,8
576,10.907274,80.676834,4
577,74.174576,-47.353992,0
578,53.722744,12.541043,6
579,14.374128,16.087923,5
580,-29.48362,66.71829,9
581,16.231958,-82.760185,3
582,64.115654,-4.3736267,0
583,-18.975336,16.011223,9
584,-12.920652,-75.41348,2
585,27.9356,44.864017,4
586,-48.988415,8.310386,7
587,-67.72809,-60.081505,1
588,-32.892647,-35.11183,2
589,-12.4987955,20.213243,9
590,-5.4436393,64.789925,4
591,-23.896605,-94.66423,2
592,94.49578,37.794865,6
593,-69.0902,-55.061035,1
594,2.755343,-30.307878,8
595,-18.25384,16.400843,9
596,83.39108,-0.24604602,0
597,52.231094,43.88712,6
598,66.144295,40.536846,6
599,-40.65354,10.469846,7
600,-31.632002,47.51814,9
601,-13.305901,17.970135,9
602,4.206007,-22.421307,8
603,63.643757,-46.305065,0
604,-59.69647,-19.423834,1
605,18.177364,35.113953,4
606,31.667578,94.61703,4
607,54.29834,44.433945,6
608,-58.22038,72.85076,7
609,-63.01733,-47.331627,1
610,-29.754242,93.893074,5
611,-48.024414,2.812408,7
612,70.428375,-8.660352,0
613,6.9858108,-67.748344,3
614,30.134666,24.669441,5
615,-27.77201,-5.6585436,8
616,28.136713,80.41314,4
617,-41.581406,11.061619,7
618,-99.66199,5.9029264,1
619,-28.819471,-98.181076,2
620,30.768597,-25.686392,5
621,-14.607196,25.525679,9
622,26.984446,-27.493637,5
623,53.078903,42.913094,6
624,-63.60302,27.751375,7
625,21.230497,2.028318,5
626,-2.8189604,27.455967,9
627,0.16662462,15.534522,8
628,10.031052,-21.96477,8
629,6.9657736,-71.97377,3
630,50.580402,18.620665,6
631,-13.253387,17.702538,9
632,-75.92098,54.171856,7
633,66.07206,-47.5057,0
634,-43.98148,42.448193,7
635,-40.09396,-86.03368,5
636,-47.91219,31.90561,7
637,-67.769,-54.00359,1
638,-85.887314,13.064543,1
639,68.326515,-37.888138,0
640,-67.8149,70.84802,7
641,-19.171997,16.231976,9
642,-25.249365,-80.63727,2
643,17.16072,-71.16077,3
644,-56.848694,-29.788239,7
645,12.32689,-65.492714,3
646,-31.999895,-42.734554,2
647,19.093727,35.671677,4
648,-93.24767,-29.795868,1
649,50.72295,41.649403,6
650,-49.367252,-51.24605,2
651,-40.333496,12.044211,7
652,37.10555,-1.2308217,5
653,25.414396,7.149279,5
654,-54.582027,40.349453,7
655,22.373268,39.595463,4
656,59.09288,-32.960686,0
657,-26.047922,-92.14448,2
658,90.396675,18.418192,6
659,5.6555743,-75.32904,3
660,59.352158,13.984175,6
661,16.81779,34.299305,4
662,67.18635,-19.007187,0
663,24.900951,39.532578,4
664,-52.338367,-57.156322,2
665,52.307373,42.38516,6
666,56.696163,-26.993618,0
667,69.866455,-53.432278,0
668,75.995964,-3.0833683,0
669,69.254326,-41.00665,0
670,46.883682,-48.435886,3
671,-65.933846,-44.26823,1
672,55.145535,25.444351,6
673,-36.317043,-82.71778,2
674,-91.53797,-26.869165,2
675,28.750414,-77.272484,3
676,-70.29491,-18.660599,1
677,33.443954,55.02083,4
678,-73.2003,0.42249975,1
679,43.895515,-0.64897054,5
680,23.085253,50.334743,4
681,72.21337,30.266283,6
682,13.733382,92.3186,4
683,-47.542564,16.260454,7
684,-21.319407,-73.891045,2
685,-32.704754,-19.733154,8
686,-62.683647,67.76051,7
687,-7.5461144,43.834087,9
688,-47.826923,-50.543686,2
689,69.24553,-40.786297,0
690,34.476215,-19.407345,5
691,-66.15513,-44.125034,1
692,20.268301,75.82693,4
693,-43.09829,-77.82215,2
694,-0.29003525,-12.0473385,8
695,22.149965,-80.626686,3
696,-29.713118,-45.124065,2
697,33.72478,53.865498,4
698,-66.124054,-34.997456,1
699,46.852375,-3.0716588,5
700,22.301956,50.164627,4
701,72.16347,30.239325,6
702,68.38715,-15.304698,0
703,-39.97471,25.559183,7
704,-7.214197,87.35239,9
705,-39.57211,-18.718708,8
706,19.636343,92.553024,4
707,-15.143884,34.993526,9
708,-0.848631,-13.042701,8
709,72.98474,-39.87794,0
710,-84.89906,9.35157,1
711,-63.13197,-49.039055,1
712,64.30972,-50.029736,0
713,-30.733435,-92.35668,2
714,-36.9818,-53.532726,2
715,21.822828,-80.45269,3
716,-14.70864,-80.17481,2
717,28.876951,49.908764,4
718,-33.6344,78.64547,4
719,27.272335,-14.27138,5
720,-91.39864,10.037097,8
721,59.65778,37.461613,6
722,28.619078,-24.085985,5
723,-38.17789,15.908974,7
724,-67.78748,62.503036,7
725,-39.465973,-18.954542,8
726,2.0821104,-9.837688,8
727,-8.701995,32.937595,9
728,-55.015278,9.109877,7
729,33.8503,53.9672,4
730,-60.403725,40.637707,7
731,21.858688,-80.45933,3
732,-32.846928,-50.10657,2
733,82.60582,-37.70777,0
734,-1.0944906,-7.588402,8
735,55.23055,38.168476,6
736,23.71842,-36.141544,8
737,51.586,39.610405,6
738,-92.07519,19.197523,1
739,69.08038,31.336433,6
740,-10.873338,-27.308727,8
741,-7.240811,43.298107,9
742,40.552082,74.55278,4
743,75.514824,-45.0838,0
744,-23.8976,59.00426,9
745,69.86654,-49.359818,0
746,1.1945523,60.17788,4
747,-70.925835,-52.6085,1
748,35.533222,-16.147182,5
749,27.169483,38.45635,4
750,-51.763786,52.875736,7
751,42.356384,1.0012485,5
752,22.390959,-50.21638,3
753,-37.61236,16.016556,7
754,1.1372807,53.206287,4
755,-7.1730556,28.652523,9
756,-5.812154,2.0039778,8
757,39.15451,5.8130174,5
758,-9.302714,-5.72798,8
759,54.57513,37.27417,6
760,26.322056,-35.345703,3
761,-28.268427,-10.6782675,8
762,88.74894,38.36996,6
763,-9.438309,54.53709,9
764,-22.292341,98.915695,9
765,-79.39349,-40.841537,1
766,-16.603455,-11.010357,8
767,30.173004,-75.78836,3
768,40.4949,-4.3955297,5
769,-31.807598,-11.376979,8
770,96.0344,12.087721,6
771,35.28534,3.1473453,5
772,-6.173021,36.45503,9
773,-51.960552,25.25418,7
774,-17.006094,-92.15461,2
775,37.862366,13.04053,5
776,56.443436,-8.634638,0
777,-32.62359,-9.891293,8
778,3.1623464,25.11575,5
779,-77.840324,-48.273598,1
780,-99.27781,0.86962444,1
781,75.54234,-45.129307,0
782,-12.338463,74.30682,9
783,-77.613304,-47.939976,1
784,-15.727682,-26.475061,8
785,55.899605,37.872578,6
786,-43.665928,61.459785,7
787,78.40287,-42.351368,0
788,2.1979537,72.95371,9
789,29.290443,-76.06053,3
790,90.92594,-29.396414,0
791,-32.54757,-17.616566,8
792,9.784525,-19.227894,8
793,-9.702524,33.914925,9
794,49.7492,36.43415,6
795,-45.6258,7.031021,7
796,-18.239641,-22.233032,8
797,22.809147,55.52292,4
798,-54.525345,56.071083,7
799,43.540512,-0.650959,5
800,-13.708111,68.4273,9
801,-42.340652,-76.849556,2
802,78.9283,41.81149,6
803,-45.083775,7.094541,7
804,34.103992,86.114395,4
805,43.39471,-0.774612,5
806,-19.718504,62.675755,9
807,-42.46099,-76.36691,2
808,4.822341,-45.95288,3
809,-80.56141,-40.786488,1
810,77.1639,51.21157,6
811,22.056377,-79.77082,3
812,-26.952549,72.463234,9
813,-46.08649,-76.971756,2
814,-34.294643,-55.545612,2
815,43.97031,-3.469213,5
816,68.52829,43.363472,6
817,-32.439377,-18.36619,8
818,68.85165,-19.90677,0
819,-67.45658,31.976591,7
820,-58.874104,72.17179,7
821,-72.18962,-60.396954,1
822,-24.07764,28.798576,9
823,-31.417799,-9.712118,8
824,-47.892776,57.68126,7
825,67.37087,-46.85922,0
826,-12.74477,98.03575,9
827,-13.523412,27.810316,9
828,40.94905,89.88694,4
829,52.781963,43.137203,6
830,-35.38941,-45.20125,2
831,-33.69247,-12.88729,8
832,40.466454,-6.53185,5
833,-79.83454,-41.007286,1
834,18.585825,70.20225,4
835,-81.67441,-44.624718,1
836,33.394737,-19.405935,5
837,44.088703,-0.15809354,5
838,-62.835476,-3.0921881,1
839,-49.941113,16.369596,7
840,5.8138885,-52.14862,3
841,59.747444,37.395042,6
842,41.263733,83.16064,4
843,18.66104,-81.649536,3
844,-10.033395,-87.699066,2
845,43.299187,-0.40584642,5
846,56.81945,9.655815,6
847,29.123116,51.427925,4
848,32.041126,92.24904,4
849,58.658833,-38.11741,0
850,20.756525,51.14389,4
851,33.82081,53.88565,4
852,52.549324,49.924232,6
853,-36.241005,17.355383,7
854,-11.010272,76.09772,2
855,33.525757,53.937546,4
856,5.4653697,-56.17952,3
857,21.886187,-84.42741,3
858,-24.544964,-11.819298,8
859,68.85251,-45.882187,0
860,71.31594,-32.542084,0
861,22.026142,-79.810616,3
862,-31.095795,-62.159927,2
863,-49.740154,-71.039055,2
864,-35.712498,34.79502,9
865,-34.92584,-15.258398,8
866,-12.087868,-59.06531,2
867,22.286459,-80.99846,3
868,-66.7845,27.463518,7
869,62.488876,-43.30526,0
870,-99.348206,18.423689,1
871,-80.41197,-47.123558,1
872,83.66873,-0.8126389,0
873,-14.713667,-86.67552,2
874,42.795143,-67.60921,3
875,30.530365,-47.40859,3
876,-0.24185888,-12.587999,8
877,29.553076,67.86123,4
878,0.8006381,-50.452614,3
879,26.853437,28.055853,5
880,-49.564415,20.086212,7
881,61.123943,46.771023,6
882,39.328747,87.227295,4
883,-74.4142,39.49446,7
884,-55.779408,-17.976809,7
885,-36.232727,-10.183308,8
886,40.013794,-28.104572,5
887,-5.884721,35.999214,9
888,-46.622597,37.932808,7
889,72.32261,-51.4456,0
890,12.144917,-49.004078,3
891,-79.874084,-47.19084,1
892,-100.732506,-11.665907,6
893,-8.887902,-86.64251,2
894,5.423518,49.173462,4
895,26.00991,-56.518948,3
896,27.554607,39.84917,4
897,31.38661,49.20005,4
898,-50.14126,39.868202,7
899,31.777607,24.096092,5
900,-30.267206,46.558422,9
901,55.6463,42.754093,6
902,75.83896,-27.692724,9
903,66.46996,-48.5188,0
904,-59.31526,60.400246,7
905,-72.17217,-53.66137,1
906,10.201539,88.31755,4
907,-13.107006,-92.94005,2
908,-67.437515,70.78014,7
909,25.491238,-84.880035,3
910,79.82839,19.363834,6
911,-38.824703,16.64637,7
912,16.090956,2.4968371,5
913,-44.366276,-13.885474,8
914,33.043728,78.87839,4
915,26.041378,23.933214,5
916,53.089294,-1.0319386,5
917,-31.389765,-95.88508,2
918,-50.6913,2.3641033,7
919,-78.97556,-49.561085,1
920,-84.25275,-17.076149,1
921,24.939669,22.811731,5
922,47.487583,19.487415,6
923,-33.359337,-7.557307,8
