,x,y
201,-4.3221254,1.3843938
202,0.031928055,5.5024405
203,5.5143375,3.9479291
204,10.377318,4.3499007
205,-3.3324988,1.4670262
206,15.168486,8.377462
207,5.715365,3.629407
208,-2.6686847,-1.7828768
209,14.912049,8.657437
210,14.3804,7.2157907
211,-2.5707998,-1.6311485
212,-1.8047359,-3.5247228
213,3.9724605,-0.8526563
214,-5.0188236,11.655396
215,6.5728626,4.179608
216,14.143478,6.747354
217,-0.33435947,13.932582
218,10.897973,5.0816894
219,4.006992,5.8215666
220,1.8527013,-0.72020036
221,11.656417,4.8175554
222,1.5800533,14.56099
223,-4.7256274,9.541509
224,-3.8096256,9.290453
225,0.18090865,5.393572
226,0.35920164,12.289811
227,-1.393169,11.054688
228,5.2511845,6.4301395
229,14.735075,8.636642
230,-4.131248,8.926356
231,-2.1199028,-1.4750243
232,14.147842,6.15229
233,4.165942,-0.9282314
234,14.707607,6.74602
235,6.387826,3.9328074
236,3.29327,6.1590075
237,-0.21680272,14.373737
238,11.099295,4.813605
239,3.6482985,5.337939
240,0.7137449,6.054892
241,11.624274,5.596135
242,6.7494226,4.4555283
243,-4.818088,9.853294
244,4.8258357,7.44642
245,0.036446974,5.465397
246,14.594996,8.70008
247,-1.4814963,11.0119505
248,-0.63294506,-4.225622
249,14.905681,8.830597
250,6.385905,6.532348
251,-2.6439533,-1.6585706
252,2.452742,-0.03369915
253,4.7309837,-1.2034453
254,6.8290515,5.5357857
255,6.2354436,3.7840333
256,10.310511,2.264966
257,-1.1747239,14.619251
258,-3.6263082,9.889336
259,3.6907637,5.061212
260,16.21576,8.630207
261,11.384238,4.016628
262,11.0609045,2.5839884
263,-4.879067,9.763201
264,1.725687,12.850389
265,-0.1009743,5.6673627
266,4.8274174,7.3619876
267,-1.1920496,11.370183
268,3.1848762,0.40935957
269,-2.4689724,-0.36119476
270,-1.8765093,-1.3950264
271,-1.1992949,13.912301
272,-0.4333029,14.733553
273,3.643253,5.2936683
274,10.51361,2.484466
275,-1.0502158,14.503926
276,-3.14447,-1.9347147
277,4.425123,-1.2792763
278,5.3426876,6.2307725
279,5.5538654,4.0970407
280,-1.1328673,11.055293
281,6.5278134,4.0279956
282,1.3991089,12.509435
283,14.982494,8.300077
284,5.661178,7.4160013
285,-1.4531974,11.204858
286,11.234377,3.929292
287,3.383051,4.7144537
288,-4.1435347,10.994528
289,-1.1631422,14.078877
290,-3.0641024,-0.9072065
291,6.28908,3.9863167
292,-0.85707843,12.906778
293,15.090753,7.5129337
294,1.790423,14.587308
295,-0.07738516,5.3087487
296,14.584138,7.3134227
297,-1.1626968,14.688424
298,5.963108,6.1541543
299,11.466081,4.9726477
300,0.4292124,6.254885
301,-4.5076494,9.423055
302,11.086595,3.2622313
303,15.534667,7.0500054
304,-3.9875927,11.771303
305,-4.3240952,8.823175
306,5.857909,7.4611244
307,-4.0675426,9.265139
308,4.4313564,-1.0440319
309,-2.7974646,0.21100129
310,-2.7146,-2.9197607
311,11.538059,4.212255
312,0.7911333,7.036749
313,-1.4393495,10.9241905
314,0.51324624,14.557984
315,-3.4777048,0.6687933
316,5.696063,7.4222584
317,4.668587,-1.1566763
318,3.25053,0.15682425
319,-1.5940214,9.875598
320,14.54922,6.7210755
321,6.35559,3.8761473
322,1.4078891,12.071107
323,11.620334,5.1576014
324,-3.8838406,10.749982
325,4.5039043,-0.98391944
326,14.803451,6.8635426
327,6.34212,3.7687082
328,3.8620534,6.787999
329,-1.0775492,14.614376
330,6.8719344,5.4760256
331,10.897188,3.9132428
332,4.551509,7.253213
333,1.1971759,6.634455
334,1.0053749,12.127312
335,3.6291635,4.9898133
336,-0.832533,13.716889
337,-4.73405,9.213351
338,-0.44153967,14.391462
339,4.461534,-0.9562586
340,-0.35449892,11.919891
341,6.316191,3.8416283
342,-1.0263964,13.128841
343,-0.14260516,5.1790843
344,0.7250178,12.120946
345,-3.5058455,0.74394524
346,5.0643306,4.6783714
347,4.6100464,-1.2458668
348,0.6826789,6.481712
349,-4.7699137,9.461743
350,0.37993988,11.884572
351,-3.6147084,0.9713067
352,2.267917,7.0434036
353,-3.77094,9.086466
354,-0.37893882,13.016762
355,-3.386575,1.3456895
356,5.3844786,5.133856
357,-3.349148,0.5677772
358,-0.5982153,-3.9102993
359,15.315949,7.401988
360,1.8614606,-0.09770935
361,5.620404,3.950542
362,-0.30810642,11.629992
363,-1.7437416,14.086509
364,-0.55489826,11.429485
365,3.8201482,-0.94144136
366,-1.3768821,-2.2670946
367,11.563428,4.4220233
368,0.4873622,5.605091
369,-0.84486115,14.377382
370,-3.0980947,10.427677
371,-5.1246634,10.110667
372,-0.41634068,13.743044
373,-1.2551802,14.522642
374,0.74098253,12.213124
375,4.582434,-0.9279086
376,1.2991885,6.933566
377,-4.807025,9.27434
378,3.2264597,-1.2709761
379,-1.8825698,14.213769
380,1.1219738,14.773277
381,4.144982,-0.8532655
382,-1.3141723,-3.0251637
383,-0.9014419,10.346099
384,-3.9940958,11.530384
385,4.4367886,-0.7012574
386,2.1503658,7.565029
387,-4.3056927,9.145388
388,10.062611,3.4282324
389,-1.4542557,10.506707
390,2.0867705,-0.49434522
391,4.679001,-0.7636843
392,5.8211327,5.770788
393,-0.47636047,5.410208
394,-0.89501196,-3.7501376
395,11.413088,4.0587716
396,4.4265065,6.503508
397,-3.386638,1.2809587
398,-1.868383,-3.8487961
399,16.013926,7.1031027
400,2.6646447,-1.2883081
401,10.754872,3.5211668
402,-0.51558274,14.553306
403,3.7999966,5.2566338
404,6.089814,5.8069115
405,6.423882,3.950057
406,-0.9000972,-4.0204268
407,3.8526983,5.2937703
408,-2.7746887,-2.4595299
409,-1.5439852,9.8985615
410,2.4854825,-0.21313404
411,-4.21881,8.797503
412,-1.5588876,13.128473
413,-1.330378,14.514277
414,-0.21966872,13.055633
415,-0.77360857,5.4280553
416,-3.0861495,-0.26382175
417,2.8998742,4.532618
418,2.7169945,4.4994626
419,-1.3913366,10.364812
420,3.9317348,6.511392
421,11.323532,3.8550885
422,-3.5621934,10.292368
423,-1.7240652,10.032392
424,1.0172241,12.714428
425,5.9711804,3.5695257
426,-5.403366,11.123471
427,15.765615,7.3119235
428,0.6500231,12.36751
429,15.077204,8.382722
430,10.301827,3.511228
431,11.116772,4.166256
432,3.8008616,-1.6256372
433,6.496969,3.9611964
434,1.632125,12.45439
435,15.476782,8.473077
436,-4.5168757,11.07466
437,3.2907429,4.6299057
438,0.37442204,14.063675
439,-0.3623627,5.1318097
440,14.693759,8.5614805
441,-1.5810682,10.87552
442,-0.5209327,14.015188
443,-3.3834822,1.1645541
444,1.7952862,-1.4276273
445,-0.12286666,5.4404035
446,-4.9197917,11.89033
447,-3.3388894,1.262728
448,4.1377683,-0.76446104
449,11.286898,3.9012697
450,-2.291968,-2.387456
451,14.720896,6.339575
452,7.0675035,5.354516
453,16.262693,7.6962028
454,-2.5248976,-3.4179416
455,-3.9191644,0.5522325
456,0.26690915,5.9963493
457,4.466617,-1.2286314
458,14.701726,7.987905
459,5.002724,5.034209
460,0.8970683,11.814219
461,-0.8211929,15.016289
462,15.76321,8.598073
463,2.8641875,4.7925396
464,14.716341,8.777735
465,11.595832,3.6297777
466,-3.5745988,-0.51507586
467,-4.6707354,8.7955885
468,2.9435751,12.218376
469,-0.6800219,6.1554317
470,-1.0246642,-3.6412373
471,-1.8545636,9.654823
472,-1.6732488,-1.3604668
473,16.491446,7.436996
474,3.9253647,6.4886227
475,-4.0623083,1.6945789
476,3.803581,-0.03527411
477,4.4016347,-1.3946388
478,-3.4062576,10.758935
479,5.812129,4.823524
480,3.6380026,6.983377
481,-1.5232791,15.252785
482,-0.9319278,11.47984
483,-4.1915903,8.417022
484,-2.0756097,-3.6841462
485,-0.73158014,5.8554497
486,6.0937886,6.4535494
487,-2.2976322,8.996774
488,11.021568,6.083348
489,16.527794,8.00455
490,6.9312067,5.3924007
491,-4.1159096,2.513866
492,-3.9655242,0.27518234
493,4.489306,-0.674253
494,14.099546,7.7613516
495,6.7510376,4.905084
496,4.902092,6.602729
497,-3.7030687,8.108958
498,10.201947,3.7675736
499,0.119520515,5.529029
500,-3.8412588,10.784419
501,-2.3556519,8.878686
502,3.650749,6.8729997
503,-0.38207453,5.143234
504,5.145789,7.484594
505,-4.993705,9.455049
506,11.857791,5.985202
507,-4.0382595,1.633783
508,-4.197475,1.7746812
509,5.369224,3.8157384
510,-3.2563255,-0.35200524
511,-3.7488353,8.11377
512,3.5422084,6.691395
513,2.9017816,4.955378
514,5.462727,6.0325165
515,4.728702,-0.85683763
516,4.2524605,7.6886315
517,-0.00080051913,5.90272
518,-3.7214108,9.976757
519,16.545813,7.325057
520,0.24939805,11.78704
521,-5.084174,9.219906
522,-4.759274,10.359383
523,2.7848341,4.5733876
524,14.770413,8.3166
525,-1.6155407,9.497396
526,14.7381935,8.575394
527,16.555328,6.629591
528,2.0667434,7.764383
529,-2.0703194,9.205271
530,2.9811556,-0.6535871
531,-1.9856468,15.2476845
532,1.3046976,7.4144726
533,-4.0946436,2.8011727
534,10.894003,5.6106563
535,-4.105092,2.4668977
536,10.78572,4.687885
537,3.3163948,4.9312544
538,-3.330121,-0.1053201
539,0.21563098,6.39657
540,4.9376183,4.8446236
541,-1.5983894,14.849952
542,14.8050165,6.164949
543,3.3793812,5.402034
544,6.66006,5.260029
545,0.27543715,5.7264004
546,6.84868,5.45531
547,10.879724,3.4544365
548,4.1978426,-1.7771806
549,5.8444743,3.8458378
550,0.51251256,11.954294
551,4.404619,-1.5682627
552,-2.1828663,-2.4579341
553,-4.0582824,1.3322625
554,5.0755577,7.622175
555,4.510837,-1.221801
556,-2.0416293,-2.7702587
557,5.96189,3.8594835
558,3.0274742,0.49962717
559,-0.27011952,5.2262993
560,-3.1690636,9.172771
561,6.1045103,3.5452447
562,-5.119503,11.269375
563,4.6649375,-1.1414777
564,-0.18151893,14.552115
565,11.479168,3.4429536
566,-0.24007523,11.944112
567,-4.015923,8.427141
568,3.3437471,-1.6393015
569,-1.9043516,14.94224
570,3.461184,-0.5620813
571,-0.13027664,5.722434
572,-2.3775568,-2.8926442
573,-4.2435575,1.083229
574,5.0821476,4.6793942
575,-0.50252736,5.3115196
576,0.08188041,13.071252
577,16.434961,7.2814894
578,9.972092,3.4671118
579,2.7874799,5.5440483
580,0.012336333,11.8535795
581,5.9200907,3.6649797
582,14.095009,6.823932
583,-2.2891014,9.082535
584,3.401353,-1.7599838
585,-1.4191381,15.350508
586,-3.5651066,8.559544
587,-4.0991387,2.2372909
588,1.2862494,-0.553863
589,-1.544253,9.514418
590,-0.9891837,12.702626
591,4.543435,-1.0774516
592,10.891803,5.8995852
593,-4.080886,1.9546492
594,1.8076698,6.7704983
595,-2.0788307,9.344818
596,14.367658,8.163547
597,11.2427635,2.965789
598,11.341821,3.8433063
599,-4.0576477,8.336402
600,-1.3748479,11.691523
601,-1.933084,9.179046
602,2.1163375,6.84019
603,16.334911,6.5614166
604,-3.53761,-1.3340983
605,-2.1473567,15.181072
606,1.7111496,14.336848
607,11.260919,3.2357128
608,-4.7652617,12.0351095
609,-4.3021936,1.2650348
610,3.2406137,7.090178
611,-3.3734639,8.346405
612,14.291353,7.261874
613,5.598114,4.2142467
614,3.077943,4.46855
615,-0.60780925,6.121438
616,0.66511446,14.251005
617,-4.158024,8.448714
618,-1.0404518,-3.553531
619,4.4618907,-0.6473936
620,5.3620486,7.5269403
621,-1.5581532,10.067073
622,5.2254624,7.657667
623,11.284111,2.8917491
624,-4.0264225,10.111798
625,3.6839674,6.658225
626,-0.6032395,10.1280575
627,2.7805834,5.7107415
628,1.9248141,7.198947
629,5.5998483,3.8773766
630,9.876323,3.4094765
631,-2.0262082,9.032183
632,-5.42366,10.966407
633,16.24532,6.3960834
634,-3.1814983,10.084706
635,4.2530475,-0.42984706
636,-3.9193683,9.81637
637,-4.077826,1.8125459
638,-1.5587208,-3.974266
639,15.774932,6.752818
640,-5.3452935,11.89262
641,-2.281931,9.136126
642,4.0483923,-1.0347631
643,6.034013,4.131761
644,-3.884304,0.13076848
645,5.7328744,4.693435
646,1.6883339,-0.41614586
647,-2.0997398,15.223889
648,-2.4904268,-0.7990711
649,11.305426,2.7861505
650,2.3472211,0.14269572
651,-4.280862,8.340215
652,4.3414726,6.339041
653,3.3445933,5.703036
654,-4.0787907,10.574332
655,-1.8463725,15.238784
656,15.323676,6.28289
657,3.9245467,-0.7461134
658,11.627909,5.8723636
659,5.4965687,3.763815
660,10.0757265,3.8584037
661,-2.257784,15.022066
662,14.666798,6.9706755
663,-1.8053757,15.321714
664,2.997952,0.2602051
665,11.397271,2.8475218
666,14.955289,6.0443745
667,16.741257,6.8244076
668,14.104479,7.4709153
669,15.942382,6.7482486
670,6.6053753,6.929842
671,-4.1745906,1.1544895
672,10.597407,3.104543
673,4.271007,-0.7813162
674,-2.07261,-0.9820408
675,6.6285744,4.380116
676,-2.9014313,-1.6643131
677,-0.8314163,15.202644
678,-2.3077888,-3.4408085
679,4.7382836,6.3849816
680,-1.191104,14.713724
681,11.749065,4.153139
682,1.2350541,13.505665
683,-4.4048147,8.66387
684,3.4970932,-1.3591719
685,-0.32504436,5.302386
686,-4.9824033,11.9232435
687,-0.51813966,10.763368
688,2.262202,-0.40256974
689,15.950018,6.8096137
690,4.5228467,7.277741
691,-4.010604,1.1411693
692,0.38945347,14.261069
693,3.8813074,-0.21381825
694,1.1288918,7.37002
695,6.3332615,3.826257
696,1.8720782,-0.48885453
697,-0.943062,15.26663
698,-3.3632848,0.565568
699,5.068688,6.5591636
700,-1.2643958,14.750796
701,11.776692,4.179021
702,14.512606,6.88695
703,-4.948284,9.217491
704,1.8052969,12.104894
705,-0.5377518,5.1222544
706,1.3606896,13.911818
707,-1.236254,10.471735
708,1.2442787,7.204457
709,16.014051,7.421524
710,-1.6950048,-3.2850711
711,-4.223204,1.5192403
712,16.019295,6.0353966
713,4.44384,-0.76964784
714,2.7092283,-0.29756358
715,6.3435645,3.835205
716,3.9912407,-1.3927789
717,-1.1016688,15.277054
718,0.3792827,13.1247835
719,4.8947244,7.30014
720,-1.4247149,-3.7280958
721,11.495184,3.3299515
722,4.9360695,7.7072625
723,-4.536397,8.54925
724,-4.9087715,11.393733
725,-0.43742773,5.1617146
726,1.4627017,7.4338837
727,-0.7681011,10.57404
728,-3.2722538,9.243213
729,-0.86929005,15.272006
730,-3.8838084,10.72291
731,6.364859,3.8320758
732,2.1887553,-0.1727135
733,16.083447,7.3054304
734,1.0648748,7.335156
735,11.451497,3.1301231
736,1.6867892,6.949983
737,11.355708,2.8335464
738,-0.9801856,-4.4484143
739,11.652505,3.703946
740,1.1153895,6.1421556
741,-0.6379609,10.668041
742,0.08619192,14.995959
743,16.33369,7.159201
744,-0.6909842,11.908361
745,16.487143,6.799776
746,-0.96964675,12.854029
747,-3.8774517,1.7384263
748,4.8930135,7.2770605
749,-1.7034324,15.289116
750,-3.8955317,11.296464
751,4.3949924,6.3428297
752,5.995414,5.765075
753,-4.4251223,8.482259
754,-1.4851265,13.009652
755,-1.0041733,9.894136
756,0.7501663,7.2893906
757,4.321113,6.025255
758,0.78630686,6.818996
759,11.648533,3.2939162
760,5.66771,6.5109787
761,-0.23473516,5.7715945
762,10.643004,5.2772717
763,0.0069806525,10.758567
764,1.8317647,12.750466
765,-2.9417632,0.78022397
766,0.6616474,6.5271688
767,6.6066184,4.533615
768,4.802084,7.0145206
769,-0.29319993,5.701319
770,11.942976,6.5748043
771,4.181555,6.1753697
772,-0.5217504,10.312518
773,-4.4080315,9.739094
774,4.484651,-1.4483123
775,3.8509524,5.300538
776,14.313217,5.999816
777,-0.08535983,5.826193
778,4.494103,6.683272
779,-3.4194756,1.5458125
780,-0.86685723,-3.4028795
781,16.27646,7.1320367
782,0.24833907,11.3572855
783,-3.3559897,1.485579
784,0.8969741,5.7760334
785,11.374267,2.964348
786,-3.993264,11.666354
787,16.193024,7.5228014
788,0.31396863,12.197293
789,6.631178,4.3101363
790,15.485054,8.259677
791,-0.22973773,5.597176
792,1.9890072,7.4433036
793,-0.8155537,10.318981
794,11.068812,2.6973095
795,-3.608598,8.561898
796,0.38502884,6.01778
797,-1.3038472,14.607406
798,-4.197643,11.138191
799,4.5750003,6.21987
800,0.04799416,11.651401
801,3.924217,-0.25474593
802,10.837587,4.668376
803,-3.8528214,8.454694
804,1.2981787,14.605563
805,4.552476,6.2058797
806,-0.014676835,11.5055
807,3.7554965,-0.27565533
808,5.1147475,5.4234033
809,-2.9649155,0.70975536
810,10.578392,4.9610324
811,6.349291,3.863267
812,0.33471823,12.095463
813,3.977461,-0.13815187
814,2.369284,-0.23359755
815,4.959159,6.649381
816,10.870248,3.7373004
817,-0.005650788,5.3109202
818,14.94352,7.093223
819,-4.5320745,9.435318
820,-4.7842507,12.11243
821,-3.927185,2.2373168
822,-1.9563514,10.503065
823,-0.33176646,5.7978034
824,-3.8019254,11.5457325
825,16.359497,6.6785355
826,2.202252,12.623569
827,-1.2060176,10.110117
828,1.7232065,14.621175
829,11.337332,3.0514748
830,1.988175,-0.1321138
831,-0.13795713,5.6664047
832,5.013851,6.129885
833,-2.9952114,0.8081489
834,-0.4248309,13.793373
835,-3.0800817,0.9723618
836,4.777819,7.1879005
837,4.661129,6.276558
838,-2.9821157,-2.4129024
839,-4.1825123,8.867398
840,5.8668504,4.9184327
841,11.377664,3.335049
842,1.0121515,14.066593
843,6.110199,3.6186173
844,4.4396257,-1.5640231
845,4.503321,6.1621
846,10.206757,4.193484
847,-0.9637375,15.181475
848,1.588722,14.291245
849,15.959501,6.2186027
850,-1.0451074,14.335884
851,-0.74482745,15.239187
852,10.355152,3.0815325
853,-4.265433,8.828362
854,0.7571873,11.511594
855,-0.87764335,15.260659
856,5.2451763,4.79186
857,6.6296906,3.8842497
858,0.008097262,6.369464
859,16.303753,6.7604046
860,15.687964,6.83692
861,6.4120097,3.921885
862,2.6938403,-1.0584278
863,3.6565433,0.17778096
864,-3.0591996,9.953737
865,-0.25516027,5.3521085
866,2.5143418,-1.4166551
867,6.4359937,3.8683474
868,-4.255679,10.464381
869,15.964541,6.393034
870,-0.4859868,-4.362905
871,-3.343157,1.2002887
872,14.545253,8.441402
873,4.2732143,-1.5802879
874,6.8586693,5.31089
875,6.1816278,6.2679634
876,1.18639,7.2970634
877,0.06702931,14.699174
878,5.0106993,4.725641
879,2.6304774,4.4325957
880,-4.3913236,9.031557
881,11.098407,3.757867
882,1.358029,14.5937395
883,-5.280814,10.214013
884,-3.586636,-0.9451877
885,-0.48355603,5.6677775
886,5.3760543,7.546079
887,-0.5724291,10.211635
888,-3.7894902,10.33155
889,16.668295,6.9270716
890,5.729659,5.3967247
891,-3.411602,1.2766722
892,-1.3742462,-2.5966258
893,4.520452,-1.263858
894,-1.6052504,13.732167
895,5.9970155,5.305123
896,-1.5295221,15.334476
897,-1.0298296,15.221453
898,-3.7049382,10.607031
899,3.126768,4.45132
900,-1.2906855,11.771438
901,11.374469,3.3197837
902,15.488785,7.052909
903,16.41069,6.4611487
904,-4.578251,11.441857
905,-3.934664,1.8209431
906,0.5473076,13.7712555
907,4.63766,-1.2974498
908,-5.3113365,11.937585
909,6.3732677,4.228623
910,11.624479,5.1372285
911,-4.5757666,8.572322
912,3.6367722,6.7174487
913,-0.82027376,5.2281156
914,0.6498207,14.585123
915,2.852835,4.561954
916,4.9646688,7.059611
917,4.6688147,-0.7447324
918,-3.3770528,8.692892
919,-3.5665264,1.566536
920,-2.192222,-1.6721473
921,2.8284888,4.6877513
922,9.839772,3.1104202
923,-0.47051048,5.8040996
924,5.729159,7.579913
925,-0.3718358,6.146612
926,1.1593757,14.322451
927,15.86407,6.496292
928,-4.5513177,9.471297
929,-0.18904656,10.390433
930,-0.82651746,10.083006
931,4.7807565,-0.7682364
932,1.0444452,12.327236
933,-4.8926563,9.072701
934,-4.960868,9.790881
935,-0.723387,4.8859534
936,-3.427019,11.213722
937,-1.7071549,15.321716
938,1.7357928,-0.34142724
939,10.87457,2.3726223
940,1.3749638,12.009485
941,-3.7529776,1.4206213
942,-5.376668,10.059684
943,15.892436,5.9428496
944,11.681731,5.2661495
945,-1.6419426,14.417678
946,2.129684,-0.62411475
947,2.5959044,4.539438
948,-3.3871765,8.748215
949,16.022198,6.671987
950,-3.653066,10.230458
951,-3.9094543,1.7535161
952,14.483899,6.443417
953,5.517611,4.6661677
954,-4.3323636,9.146479
955,10.9858675,2.6706955
956,4.872878,6.699951
957,15.790972,6.0124917
958,10.41607,3.9240344
959,-3.5862293,1.7859994
960,4.1414165,7.390844
961,-3.6187491,1.4693066
962,-4.8754096,10.500216
963,-0.21801694,5.353714
964,3.6222906,5.6553183
965,16.318665,6.698195
966,6.5278344,6.745938
967,-0.9728745,15.281166
968,-3.2812498,10.946727
969,-5.0091844,9.650387
970,5.3908286,7.3808746
971,-4.7875814,8.712362
972,0.19637534,6.8682485
973,11.144497,2.7044313
974,1.5314777,7.775733
975,6.834039,4.5902014
976,0.40289664,6.7476506
977,11.126059,2.4890194
978,-0.576862,-3.9639359
979,15.941707,6.1047955
980,-1.184789,11.838819
981,-4.7466154,8.611728
982,-1.6227705,-3.034636
983,5.5084743,4.622629
984,14.4538355,8.5571375
985,3.1558504,4.7050776
986,11.516231,5.9762583
987,-1.3874701,15.18149
988,-0.08919709,14.507529
989,4.831477,-1.0344723
990,1.2103385,14.33288
991,-0.8729431,15.234699
992,6.948555,5.516259
993,-3.7014015,1.45842
994,-5.1706314,10.909952
995,-5.06841,9.083249
996,9.941389,3.7652276
997,16.384716,6.4654045
998,6.868987,5.7728863
999,11.006871,2.363712
1000,14.649823,6.4183908
1001,-4.753487,8.742096
1002,-2.1619868,-3.8321242
1003,-3.8482099,2.089424
1004,0.49556705,13.177971
1005,-0.7565209,10.026721
1006,0.03019918,13.733177
1007,5.200668,4.7030425
1008,-0.5151436,14.747956
1009,-0.7040097,4.953663
1010,4.2626176,-1.3271494
1011,4.780353,-0.7705233
1012,-2.8602312,-1.4559724
1013,-0.8479063,5.165077
1014,-4.8090158,11.790219
1015,16.401407,6.872603
1016,1.2192415,6.3628154
1017,-3.7673023,1.1041445
1018,14.257397,7.3737164
1019,-5.2322116,10.088238
1020,10.195087,3.1422865
1021,6.418108,4.526984
